"","keyword","ngram","freq","rake","key"
"151","min bus min",2,2,11.2791208791209,"min bus min"
"152","major attraction",2,6,11.268993672178,"major attraction"
"153","neighborhoods boston",2,6,11.2685103908562,"neighborhoods boston"
"154","blue line",2,2,11.2495726495726,"blue line"
"155","park attraction",2,2,11.2184238114773,"park attraction"
"156","fashionable shop",2,19,11.1966644493015,"fashionable shop"
"157","civil war",2,2,11.1845238095238,"civil war"
"158","views boston",2,3,11.1727185857621,"views boston"
"159","museum computer museum",2,2,11.160744500846,"museum computer museum"
"160","penguin pizza",2,2,11.1376811594203,"penguin pizza"
"161","block tapa",2,4,11.0666995073892,"block tapa"
"162","park minute",2,4,11.0393686778834,"park minute"
"163","ocean minute",2,2,11.0304067660089,"ocean minute"
"164","love restaurant",2,6,11.015898004699,"love restaurant"
"165","intersection boylston",2,2,11.0147286821705,"intersection boylston"
"166","resident center",2,4,10.956018992963,"resident center"
"167","beautiful neighborhoods",2,4,10.9213849398745,"beautiful neighborhoods"
"168","close apartment",2,2,10.8996569777938,"close apartment"
"169","roslindale fun",2,4,10.8658645276292,"roslindale fun"
"170","logan airport",2,5,10.8654761904762,"logan airport"
"171","boston massachusett",2,3,10.8188979877554,"boston massachusett"
"172","family professional",2,3,10.7432065217391,"family professional"
"173","downtown chinatown",2,2,10.742899408284,"downtown chinatown"
"174","dine ins",2,3,10.6428571428571,"dine ins"
"175","attraction copley",2,2,10.629580242798,"attraction copley"
"176","explore boston",2,2,10.59479650784,"explore boston"
"177","massachusett house",2,2,10.5624967189879,"massachusett house"
"178","grill restaurant",2,5,10.5509857239973,"grill restaurant"
"179","station boston",2,5,10.5456669140295,"station boston"
"180","awesome authentic",2,3,10.5095108695652,"awesome authentic"
"181","location boston",2,2,10.4922407006578,"location boston"
"182","york time",2,3,10.4703557312253,"york time"
"183","arizona bbq",2,2,10.4666666666667,"arizona bbq"
"184","boston resident",2,7,10.4543678308259,"boston resident"
"185","minute copley",2,2,10.4505251092041,"minute copley"
"186","nightlife",1,2,10.360824742268,"nightlife"
"187","northeastern university",2,34,10.3417729930888,"northeastern university"
"188","campus commonwealth",2,2,10.3333333333333,"campus commonwealth"
"189","street apartment",2,3,10.2792692939245,"street apartment"
"190","airport station",2,2,10.2777102330294,"airport station"
"191","red line",2,5,10.2720867208672,"red line"
"192","map cambridge",2,2,10.2720066750104,"map cambridge"
"193","neighborhoods short",2,19,10.2682170542636,"neighborhoods short"
"194","hippest",1,2,10.25,"hippest"
"195","european city",2,4,10.241935483871,"european city"
"196","block distinctive",2,3,10.18,"block distinctive"
"197","19th century",2,9,10.179117147708,"19th century"
"198","bridge harvard",2,2,10.1078767123288,"bridge harvard"
"199","circle minute",2,3,10.1073298429319,"circle minute"
"200","picnic park",2,2,10.0987055016181,"picnic park"
"201","tuft university",2,18,10.0968899521531,"tuft university"
"202","elegant building",2,4,10.0870024656569,"elegant building"
"203","short minute",2,2,10.0654693778157,"short minute"
"204","apartment plenty",2,2,10.0054597701149,"apartment plenty"
"205","accessible short",2,5,9.95813953488372,"accessible short"
"206","unit minute",2,3,9.94943510608983,"unit minute"
"207","feature",1,3,9.94285714285714,"feature"
"208","park bench",2,2,9.93203883495146,"park bench"
"209","boston red",2,6,9.85274181456578,"boston red"
"210","cheap food",2,11,9.85087719298246,"cheap food"
"211","residential street",2,5,9.84942680776014,"residential street"
"212","convenient location",2,4,9.84198392981043,"convenient location"
"213","family oriente",2,3,9.83695652173913,"family oriente"
"214","park red",2,4,9.82634777804089,"park red"
"215","charm street",2,3,9.81547619047619,"charm street"
"216","arrange grocery",2,2,9.80670103092783,"arrange grocery"
"217","closer center",2,4,9.79341736694678,"closer center"
"218","street commonwealth",2,4,9.77135854341737,"street commonwealth"
"219","central boston",2,2,9.76855945375483,"central boston"
"220","boston proper",2,2,9.75009953814302,"boston proper"
"221","station minute",2,4,9.69456388548513,"station minute"
"222","friendly family",2,4,9.65585415953441,"friendly family"
"223","family friendly",2,3,9.65585415953441,"family friendly"
"224","city charlestown",2,2,9.65497896213184,"city charlestown"
"225","hyde park",2,5,9.56840247131509,"hyde park"
"226","largest victorian",2,3,9.55922431865828,"largest victorian"
"227","heart city",2,4,9.55685261094279,"heart city"
"228","location perfect",2,11,9.53380782918149,"location perfect"
"229","apartment recommendation",2,2,9.52958257713249,"apartment recommendation"
"230","neighborhoods apartment",2,2,9.52387062282812,"neighborhoods apartment"
"231","main thoroughfare",2,2,9.52173913043478,"main thoroughfare"
"232","charme victorian",2,2,9.51167252958107,"charme victorian"
"233","cool adults",2,2,9.5,"cool adults"
"234","convenient walkable",2,2,9.49865229110512,"convenient walkable"
"235","min minute",2,2,9.49502215062424,"min minute"
"236","victorian residential",2,2,9.48206382483112,"victorian residential"
"237","necklace park",2,2,9.46265107984942,"necklace park"
"238","guest love",2,2,9.45427398282941,"guest love"
"239","location guidebook",2,5,9.42269671807038,"location guidebook"
"240","chinatown plenty",2,2,9.40833333333333,"chinatown plenty"
"241","table minute",2,2,9.40732984293194,"table minute"
"242","bite archie",2,2,9.38095238095238,"bite archie"
"243","boston tree",2,2,9.37661468965817,"boston tree"
"244","rich history",2,2,9.32721712538226,"rich history"
"245","apartment minute",2,4,9.32112294638021,"apartment minute"
"246","apartment apartment minute",2,2,9.32112294638021,"apartment apartment minute"
"247","house tavern",2,2,9.32107922175642,"house tavern"
"248","heart boston",2,5,9.27334999854817,"heart boston"
"249","residential guest",2,2,9.27331231941161,"residential guest"
"250","luxurious property",2,2,9.26061776061776,"luxurious property"
"251","paths historic",2,4,9.21242609687792,"paths historic"
"252","boston flat",2,2,9.20843287147635,"boston flat"
"253","pool minute",2,2,9.15996142187931,"pool minute"
"254","charme convenient",2,2,9.12173542266283,"charme convenient"
"255","activity",1,3,9.12,"activity"
"256","busy urban",2,3,9.1076995748701,"busy urban"
"257","jamacia pond",2,3,9.04635761589404,"jamacia pond"
"258","love diversity",2,2,9.03387779794313,"love diversity"
"259","beautiful tree",2,5,9.02948923867652,"beautiful tree"
"260","river dorchester",2,2,8.99319931993199,"river dorchester"
"261","community beacon",2,2,8.9796604609202,"community beacon"
"262","station min",2,3,8.9749263502455,"station min"
"263","shop tj",2,6,8.97473931561169,"shop tj"
"264","recent",1,2,8.96153846153846,"recent"
"265","resident roslindale",2,2,8.93532889874353,"resident roslindale"
"266","step stony",2,2,8.92006802721088,"step stony"
"267","center shipbuilding",2,5,8.88865546218487,"center shipbuilding"
"268","beacon street",2,4,8.84075708935259,"beacon street"
"269","house blu",2,30,8.8270316027088,"house blu"
"270","historic beautiful",2,2,8.75921738834036,"historic beautiful"
"271","beautiful historic",2,3,8.75921738834036,"beautiful historic"
"272","crowd fast",2,3,8.75,"crowd fast"
"273","location apartment",2,3,8.74760093262977,"location apartment"
"274","entertainment",1,4,8.74285714285714,"entertainment"
"275","boston child",2,22,8.73968287147635,"boston child"
"276","chinatown minute",2,3,8.7239965095986,"chinatown minute"
"277","street columbus",2,18,8.69292717086835,"street columbus"
"278","park kenmore",2,3,8.67116926973407,"park kenmore"
"279","late",1,2,8.61764705882353,"late"
"280","exciting",1,18,8.60975609756098,"exciting"
"281","friendly residential",2,3,8.60284825507923,"friendly residential"
"282","boston conservatory",2,11,8.58343287147635,"boston conservatory"
"283","raw bar",2,3,8.57206208425721,"raw bar"
"284","field",1,2,8.53125,"field"
"285","father american",2,3,8.53,"father american"
"286","arboretum",1,3,8.52777777777778,"arboretum"
"287","daytime destinations",2,4,8.48,"daytime destinations"
"288","revere house",2,2,8.47475887543608,"revere house"
"289","library",1,4,8.47191011235955,"library"
"290","history beacon",2,3,8.435831357592,"history beacon"
"291","boston doorstep",2,12,8.42902110677047,"boston doorstep"
"292","mass",1,2,8.40816326530612,"mass"
"293","neighbor vacuum",2,2,8.4,"neighbor vacuum"
"294","boat",1,3,8.38888888888889,"boat"
"295","door",1,3,8.37704918032787,"door"
"296","safe convenient",2,15,8.36892376418033,"safe convenient"
"297","diverse vibrant",2,2,8.34275951455167,"diverse vibrant"
"298","step",1,6,8.33673469387755,"step"
"299","service",1,2,8.33333333333333,"service"
"300","harborwalk seaport",2,5,8.3176652892562,"harborwalk seaport"
"301","easy tran",2,4,8.31555555555556,"easy tran"
"302","st patrick",2,2,8.3021472392638,"st patrick"
"303","charle bulfinch",2,2,8.25106382978723,"charle bulfinch"
"304","safe minute",2,2,8.16807750648334,"safe minute"
"305","picnic jogge",2,4,8.16666666666667,"picnic jogge"
"306","colonial day",2,4,8.16413662239089,"colonial day"
"307","procession pm procession",2,2,8.16339869281046,"procession pm procession"
"308","store",1,6,8.09677419354839,"store"
"309","desirable neighborhoods",2,3,8.06007751937985,"desirable neighborhoods"
"310","desirable convenient",2,2,8.05817610062893,"desirable convenient"
"311","restaurant townsman",2,5,8.05098572399728,"restaurant townsman"
"312","pond",1,2,8.04635761589404,"pond"
"313","chinatown min",2,2,8.00435897435897,"chinatown min"
"314","diverse owner",2,5,7.99677938808374,"diverse owner"
"315","coffee",1,2,7.97986577181208,"coffee"
"316","elegant historic",2,2,7.97143937961036,"elegant historic"
"317","character charm",2,2,7.95,"character charm"
"318","front",1,3,7.91111111111111,"front"
"319","garden",1,3,7.90476190476191,"garden"
"320","dynamic",1,4,7.88888888888889,"dynamic"
"321","friendly safe",2,4,7.87964530134668,"friendly safe"
"322","safe friendly",2,2,7.87964530134668,"safe friendly"
"323","access",1,3,7.86666666666667,"access"
"324","historical roots",2,2,7.83035714285714,"historical roots"
"325","museum",1,2,7.82741116751269,"museum"
"326","resident heart",2,22,7.81085208642142,"resident heart"
